nom site,Polluant,valeur brute
VILLEMOMBLE,NO,6.032692307692306
VILLEMOMBLE,NO2,33.348076923076924
VILLEMOMBLE,NOX as NO2,42.62115384615385
VILLEMOMBLE,O3,22.173076923076923
VITRY-SUR-SEINE,NO,3.9038461538461537
VITRY-SUR-SEINE,NO2,23.75
VITRY-SUR-SEINE,NOX as NO2,29.68076923076923
VITRY-SUR-SEINE,O3,31.803205384615385
VITRY-SUR-SEINE,PM10,8.717307692307692
VITRY-SUR-SEINE,PM2.5,5.888461538461538
Valence Périurb. Sud,NO,2.3192307692307694
Valence Périurb. Sud,NO2,9.892307692307694
Valence Périurb. Sud,O3,44.198076923076925
Valence Périurb. Sud,PM10,7.613636363636365
Valence Urb. Centre,NO,1.4500000000000002
Valence Urb. Centre,NO2,13.561538461538463
Valence Urb. Centre,O3,39.63846153846154
Valenciennes Acacias,NO,3.930769230769231
Valenciennes Acacias,NO2,18.269230769230766
Valenciennes Acacias,NOX as NO2,24.301923076923075
Valenciennes Acacias,O3,22.353205384615386
Valenciennes Acacias,PM10,9.144230769230768
Valenciennes Wallon,NO,27.66923076923077
Valenciennes Wallon,NO2,33.471153846153854
Valenciennes Wallon,NOX as NO2,75.87692307692308
Valenciennes Wallon,PM10,17.31153846153846
Valenciennes Wallon,PM2.5,10.265384615384617
Vannes UTA,NO,2.2653846153846153
Vannes UTA,NO2,12.190384615384614
Vannes UTA,NOX as NO2,16.32884615384615
Vannes UTA,O3,38.42884615384615
Vannes UTA,PM10,8.38653846153846
Vannes UTA,PM2.5,4.8211538461538455
Verneuil,NO,0.4115384615384615
Verneuil,NO2,2.055769230769231
Verneuil,NOX as NO2,2.680769230769231
Verneuil,O3,21.174999999999997
Verneuil,PM2.5,5.956250000000001
Vesoul Pres Caillet,O3,34.98076923076923
Vesoul Pres Caillet,PM10,8.872916666666667
Vichy,NO,7.655769230769232
Vichy,NO2,16.092307692307692
Vichy,O3,19.882692307692306
Vichy,PM10,8.51346153846154
Vieux Thann 3,SO2,-0.1076391666666668
Ville de Schoelcher,PM10,9.33611111111111
Ville de Schoelcher,PM2.5,3.769444444444444
Villefranche Centre ,NO,1.0557692307692306
Villefranche Centre ,NO2,15.93653846153846
Villefranche Centre ,O3,18.940384615384616
Villefranche Centre ,PM10,9.03846153846154
Villefranche Centre ,PM2.5,7.1826923076923075
Voiron Urbain,NO,0.8961538461538462
Voiron Urbain,NO2,8.017307692307693
Voiron Urbain,O3,41.32692307692308
Voiron Urbain,PM10,8.708333333333334
Vosges du Nord,O3,53.46153846153847
Wattignies,O3,24.978846153846156
Zone Rurale Est,O3,11.365384615384615
Zone Rurale NO,O3,49.56538461538461
Zone Rurale NO,PM10,8.358333333333333
Zone Rurale Nord,O3,40.07692307692308
Zone Rurale Nord,PM2.5,6.135416666666667
Zone Rurale Nord-Est,O3,27.980769230769226
Zone Rurale SE,NO,0.3653846153846153
Zone Rurale SE,NO2,4.528846153846154
Zone Rurale SE,NOX as NO2,5.130769230769231
Zone Rurale SE,O3,28.507692307692306
Zone Rurale SE,PM2.5,5.658333333333334
Zone Rurale SO,NO,2.5326923076923076
Zone Rurale SO,NO2,5.507692307692308
Zone Rurale SO,NOX as NO2,9.28076923076923
Zone Rurale SO,O3,40.33076923076923
Zone rurale Sud,O3,42.550000000000004
Zone rurale Sud,PM10,7.728571428571429
Zone rurale Sud,PM2.5,5.442857142857144
Zoodyssée Chizé,NO,0.5807692307692307
Zoodyssée Chizé,NO2,2.7846153846153845
Zoodyssée Chizé,NOX as NO2,3.6826923076923075
Zoodyssée Chizé,O3,28.46923076923077
Zoodyssée Chizé,PM10,8.155769230769232
Zoodyssée Chizé,PM2.5,5.745513076923077
place de VERDUN,NO,9.061538461538461
place de VERDUN,NO2,20.045512307692306
place de VERDUN,NOX as NO2,33.92435923076923
place de VERDUN,O3,28.726389166666667
place de VERDUN,PM10,13.170833333333333
place de VERDUN,PM2.5,9.541666666666666
